id,nome,nome_completo,ruolo,ruolo_completo,p1,p2,p3,p4,squadra,v1,v2,piede,paese,nascita,foto,m1,m2,m3
779,Cristante,Cristante Bryan,C,M;C,15,9,15,10,Roma,32,40,destro,Italia;Canada,03/03/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CRISTANTE.png?v=50,0,6.12,6.38
6168,Faticanti,Faticanti Giacomo,C,M;C,1,1,1,1,Lecce,6,6,destro,Italia,31/07/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
2528,Matic,Matic Nemanja,C,M;C,9,9,10,10,Roma,10,12,sinistro,Serbia;Slovacchia,01/08/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MATIC.png?v=50,1,0.0,0.0
5423,Bove,Bove Edoardo,C,C,10,5,10,5,Roma,25,25,destro,Italia,16/05/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BOVE.png?v=50,0,6.08,6.08
4142,Aouar,Aouar Houssem,C,C;T,10,15,10,15,Roma,22,22,destro,Francia;Algeria,30/06/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/AOUAR.png?v=50,0,6.0,6.56
530,Pellegrini Lo.,Pellegrini Lorenzo,C,C;T,13,16,13,16,Roma,78,78,destro,Italia,19/06/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRINI-LO.png?v=50,0,6.0,6.71
795,El Shaarawy,El Shaarawy Stephan,C,W;A,13,16,13,15,Roma,42,42,destro,Italia;Egitto,27/10/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/EL-SHAARAWY.png?v=50,0,6.03,6.41
309,Dybala,Dybala Paulo,A,A,29,30,29,30,Roma,250,250,sinistro,Argentina;Italia,15/11/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DYBALA.png?v=50,0,6.37,7.87
6119,Solbakken,Solbakken Ola,A,A,7,8,7,8,Roma,6,6,sinistro,Norvegia,07/09/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SOLBAKKEN.png?v=50,1,5.5,5.5
2544,Abraham,Abraham Tammy,A,Pc,2,15,2,15,Roma,20,20,destro,Inghilterra,02/10/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ABRAHAM.png?v=50,0,0.0,0.0
441,Belotti,Belotti Andrea,A,Pc,14,9,13,8,Roma,21,11,destro,Italia,20/12/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BELOTTI.png?v=50,0,6.27,7.32
2338,Costil,Costil Benoit,P,Por,6,1,6,1,Salernitana,5,5,destro,Francia,03/07/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,6.38,4.38
1947,Fiorillo,Fiorillo Vincenzo,P,Por,1,1,1,1,Salernitana,1,1,sinistro,Italia,13/01/1990 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/FIORILLO.png?v=50,0,0.0,0.0
6120,Ochoa,Ochoa Guillermo,P,Por,5,9,5,9,Salernitana,12,12,destro,Messico;Spagna,13/07/1985 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/OCHOA.png?v=50,0,6.25,4.25
159,Sepe,Sepe Luigi,P,Por,1,1,1,1,Lazio,1,1,sinistro,Italia,08/05/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SEPE.png?v=50,0,0.0,0.0
2016,Fazio,Fazio Federico,D,Dc,8,2,8,2,Salernitana,10,10,destro,Argentina;Italia,17/03/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/FAZIO.png?v=50,0,5.91,6.14
660,Gyomber,Gyomber Norbert,D,Dc,3,6,3,6,Salernitana,11,11,destro,Slovacchia,03/07/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/GYOMBER.png?v=50,0,5.37,5.13
4934,Lovato,Lovato Matteo,D,Dc,3,4,3,4,Salernitana,10,10,destro,Italia,14/02/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LOVATO.png?v=50,0,5.42,5.35
4897,Pirola,Pirola Lorenzo,D,Dc,4,5,4,5,Salernitana,12,12,sinistro,Italia,20/02/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PIROLA.png?v=50,0,5.5,5.64
6028,Bronn,Bronn Dylan,D,Dd;Dc,1,2,1,2,Salernitana,3,3,destro,Tunisia;Francia,19/06/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.75,5.75
5554,Daniliuc,Daniliuc Flavius,D,Dd;Dc,2,3,2,3,Salernitana,10,12,destro,Austria,27/04/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DANILIUC.png?v=50,0,5.45,5.36
5856,Sambia,Sambia Junior,D,Dd;E,4,4,4,4,Salernitana,10,10,destro,Francia;Repubblica Centrafricana,07/09/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,6.0,6.0
5532,Bradaric,Bradaric Domagoj,D,Ds;E,6,7,6,7,Salernitana,18,18,sinistro,Croazia,10/12/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BRADARIC.png?v=50,0,5.68,5.73
5481,Mazzocchi,Mazzocchi Pasquale,D,Dd;Ds;E,6,12,7,14,Napoli,20,20,destro,Italia,27/07/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MAZZOCCHI.png?v=50,0,5.58,5.47
5798,Bohinen,Bohinen Emil,C,M;C,4,4,4,4,Genoa,10,14,sinistro,Norvegia,12/03/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BOHINEN.png?v=50,0,5.83,5.79
5504,Coulibaly L.,Coulibaly Lassana,C,M;C,4,8,4,9,Salernitana,16,21,destro,Mali,10/04/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-L.png?v=50,0,5.73,5.65
2144,Coulibaly M.,Coulibaly Mamadou,C,C,2,2,2,2,Salernitana,3,3,destro,Senegal,03/02/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-M.png?v=50,1,0.0,0.0
4988,Maggiore,Maggiore Giulio,C,C,4,3,4,3,Salernitana,18,18,destro,Italia,12/03/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MAGGIORE.png?v=50,0,5.73,5.7
2117,Kastanos,Kastanos Grigoris,C,C;T,10,7,10,7,Salernitana,13,13,sinistro,Cipro,30/01/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/KASTANOS.png?v=50,0,6.06,6.32
332,Candreva,Candreva Antonio,C,W,25,15,25,14,Salernitana,71,71,destro,Italia,28/02/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CANDREVA.png?v=50,0,6.38,7.26
505,Bonazzoli,Bonazzoli Federico,A,A,6,7,6,7,Verona,15,10,sinistro,Italia,21/05/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BONAZZOLI.png?v=50,0,5.82,5.96
5843,Valencia D.,Valencia Diego,A,A,1,1,1,1,Salernitana,1,1,destro,Cile,14/01/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
5842,Botheim,Botheim Erik,A,Pc,2,8,1,7,Salernitana,10,8,destro,Norvegia,10/01/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.3,5.2
5672,Dia,Dia Boulaye,A,Pc,17,26,17,26,Salernitana,44,34,destro,Senegal;Francia,16/11/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DIA.png?v=50,0,5.92,6.81
509,Consigli,Consigli Andrea,P,Por,10,5,10,5,Sassuolo,18,18,destro,Italia,27/01/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CONSIGLI.png?v=50,0,6.21,4.71
2178,Cragno,Cragno Alessio,P,Por,1,4,1,4,Sassuolo,3,3,destro,Italia,28/06/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CRAGNO.png?v=50,0,6.25,3.25
510,Pegolo,Pegolo Gianluca,P,Por,1,1,1,1,Sassuolo,1,1,sinistro,Italia,25/03/1981 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PEGOLO.png?v=50,0,0.0,0.0
4982,Erlic,Erlic Martin,D,Dc,7,5,7,5,Sassuolo,15,15,destro,Croazia,24/01/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ERLIC.png?v=50,0,5.78,5.82
1895,Ferrari G.,Ferrari Gianmarco,D,Dc,3,4,3,4,Sassuolo,10,10,sinistro,Italia,15/05/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/FERRARI-G.png?v=50,0,5.62,5.5
6208,Flamingo,Flamingo Ryan,D,Dc,1,1,1,1,Sassuolo,2,2,destro,Olanda,31/12/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
5747,Tressoldi,Tressoldi Ruan,D,Dc,2,5,2,5,Sassuolo,9,9,destro,Brasile,07/06/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/RUAN.png?v=50,0,5.2,5.03
5718,Viti,Viti Mattia,D,Dc,4,6,4,6,Sassuolo,7,7,sinistro,Italia,24/01/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.92,5.92
6189,Missori,Missori Filippo,D,Dd;E,2,1,2,1,Sassuolo,1,1,destro,Italia,24/03/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.5,5.5
4426,Toljan,Toljan Jeremy,D,Dd;E,11,6,11,6,Sassuolo,24,24,destro,Germania;Stati Uniti,08/08/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/TOLJAN.png?v=50,0,6.03,6.22
2318,Rogerio,Rogerio,D,Ds;E,6,6,6,6,Sassuolo,10,10,sinistro,Brasile,13/01/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ROGERIO.png?v=50,1,0.0,0.0
6219,Boloca,Boloca Daniel,C,M;C,8,6,8,7,Sassuolo,23,28,destro,Romania;Italia,22/12/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BOLOCA.png?v=50,0,5.89,5.92
4681,Lopez M.,Lopez Maxime,C,M;C,4,8,4,9,Fiorentina,22,25,destro,Francia;Algeria,04/12/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LOPEZ-M.png?v=50,0,5.72,5.61
4501,Obiang,Obiang Pedro,C,M;C,1,3,1,3,Sassuolo,3,3,destro,Guinea Equatoriale;Spagna,27/03/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/OBIANG.png?v=50,0,0.0,0.0
5511,Matheus Henrique,Matheus Henrique,C,C,11,9,12,8,Sassuolo,33,33,destro,Brasile,19/12/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MATHEUS-HENRIQUE.png?v=50,0,6.0,6.28
5844,Thorstvedt,Thorstvedt Kristian,C,C;T,14,6,14,6,Sassuolo,33,33,sinistro,Norvegia,13/03/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/THORSTVEDT.png?v=50,0,6.0,6.42
5451,Bajrami,Bajrami Nedim,C,T,9,13,9,12,Sassuolo,22,20,destro,Svizzera;Macedonia del Nord,28/02/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BAJRAMI.png?v=50,0,5.89,6.11
5735,Volpato,Volpato Cristian,C,T,4,3,4,3,Sassuolo,4,4,sinistro,Italia;Australia,15/11/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.93,5.93
531,Berardi,Berardi Domenico,A,A,34,30,34,30,Sassuolo,285,285,sinistro,Italia,01/08/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BERARDI.png?v=50,0,6.56,8.19
5776,Ceide,Ceide Emil Konradsen,A,A,2,1,2,1,Sassuolo,5,5,destro,Norvegia,03/09/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.62,5.62
643,Defrel,Defrel Gregoire,A,A,3,9,3,9,Sassuolo,10,10,sinistro,Francia,17/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DEFREL.png?v=50,0,6.0,6.25
6060,Lauriente',Laurientè Armand,A,A,14,21,14,21,Sassuolo,35,35,destro,Francia;Guadalupa,04/12/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LAURIENTE.png?v=50,0,6.02,6.31
5845,Alvarez A.,Alvarez Agustin,A,Pc,1,5,1,4,Sassuolo,5,4,destro,Uruguay,19/05/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ALVAREZ-A.png?v=50,1,0.0,0.0
6205,Mulattieri,Mulattieri Samuele,A,Pc,4,11,4,10,Sassuolo,10,5,destro,Italia,07/10/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,6.0,6.0
2038,Pinamonti,Pinamonti Andrea,A,Pc,22,13,22,12,Sassuolo,72,62,destro,Italia,19/05/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PINAMONTI.png?v=50,0,6.0,6.95
4525,Gemello,Gemello Luca,P,Por,1,1,1,1,Torino,1,1,destro,Italia,03/07/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/GEMELLO.png?v=50,0,5.0,3.0
2170,Milinkovic-Savic V.,Milinkovic-Savic Vanja,P,Por,15,10,15,10,Torino,55,55,destro,Serbia;Spagna,20/02/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MILINKOVIC-SAVIC-V.png?v=50,0,6.1,5.2
6210,Popa,Popa Mihai,P,Por,1,1,1,1,Torino,1,1,destro,Romania,12/10/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,0.0,0.0
2724,Buongiorno,Buongiorno Alessandro,D,Dc,18,11,18,11,Torino,65,65,sinistro,Italia,06/06/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BUONGIORNO.png?v=50,0,6.39,6.75
2869,Djidji,Djidji Koffi,D,Dc,4,6,4,6,Torino,10,10,destro,Costa d''Avorio;Francia,30/11/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DJIDJI.png?v=50,0,6.1,6.0
6253,N'guessan,N'Guessan Ange Caumenan,D,Dc,1,1,1,1,Torino,1,1,destro,Francia;Costa d''Avorio,01/09/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
6041,Schuurs,Schuurs Perr,D,Dc,9,14,9,14,Torino,10,10,destro,Olanda,26/11/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SCHUURS.png?v=50,0,6.11,6.33
5691,Zima,Zima David,D,Dc,2,3,2,3,Torino,4,4,destro,Repubblica Ceca,08/11/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ZIMA.png?v=50,0,6.0,6.0
2169,Rodriguez R.,Rodriguez Ricardo,D,Ds;Dc,10,8,10,9,Torino,27,30,sinistro,Svizzera;Cile,25/08/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/RODRIGUEZ-R.png?v=50,0,6.10,6.02
4887,Bellanova,Bellanova Raoul,D,Dd;E,9,8,9,8,Torino,35,35,destro,Italia,17/05/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BELLANOVA.png?v=50,0,6.05,6.08
4899,Singo,Singo Wilfried Stephane,D,E,8,8,7,7,Torino,20,20,destro,Costa d''Avorio,25/12/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SINGO.png?v=50,1,0.0,0.0
4994,Vojvoda,Vojvoda Mergim,D,E,4,6,4,5,Torino,13,13,destro,Kosovo;Belgio,01/02/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/VOJVODA.png?v=50,0,5.82,5.77
2008,Linetty,Linetty Karol,C,M;C,4,5,4,6,Torino,19,19,destro,Polonia,02/02/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LINETTY.png?v=50,0,6.0,5.77
5453,Ricci S.,Ricci Samuele,C,M;C,7,13,7,14,Torino,32,37,destro,Italia,21/08/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/RICCI-S.png?v=50,0,5.97,6.07
4890,Tameze,Tameze Adrien,C,M;C,8,8,8,9,Torino,15,15,destro,Francia;Camerun,04/02/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/TAMEZE.png?v=50,0,5.91,5.94
6170,Gineitis,Gineitis Gvidas,C,C,2,1,2,1,Torino,4,4,sinistro,Lituania,15/04/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.8,5.6
5007,Ilic,Ilic Ivan,C,C,14,12,14,12,Torino,35,35,destro,Serbia,17/03/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/ILIC.png?v=50,0,6.17,6.5
6005,Ilkhan,Ilkhan Emirhan,C,C;T,1,1,1,1,Torino,1,1,destro,Turchia,01/06/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
5063,Radonjic,Radonjic Nemanja,C,W,11,11,10,10,Torino,20,15,ambidestro,Serbia,15/02/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/RADONJIC.png?v=50,0,6.06,7.19
376,Verdi,Verdi Simone,C,W;T,8,8,8,8,Torino,8,8,ambidestro,Italia,12/07/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/VERDI.png?v=50,1,0.0,0.0
2325,Karamoh,Karamoh Yann,A,A,4,10,4,10,Torino,6,6,destro,Francia;Costa d''Avorio,08/07/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/KARAMOH.png?v=50,0,6.1,6.1
5806,Seck,Seck Demba,A,A,3,3,3,3,Frosinone,22,25,sinistro,Senegal,10/02/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SECK.png?v=50,0,5.94,5.88
2103,Pellegri,Pellegri Pietro,A,Pc,3,8,3,7,Torino,15,10,destro,Italia,17/03/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRI.png?v=50,0,5.78,5.67
479,Sanabria,Sanabria Antonio,A,Pc,13,24,13,24,Torino,67,57,destro,Paraguay;Spagna,04/03/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SANABRIA.png?v=50,0,5.86,6.31
543,Padelli,Padelli Daniele,P,Por,1,1,1,1,Udinese,1,1,destro,Italia,25/10/1985 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PADELLI.png?v=50,0,0.0,0.0
5707,Piana,Piana Edoardo,P,Por,1,1,1,1,Udinese,1,1,destro,Italia,29/09/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PIANA.png?v=50,1,0.0,0.0
2211,Silvestri,Silvestri Marco,P,Por,5,9,5,9,Udinese,5,5,destro,Italia,02/03/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SILVESTRI.png?v=50,0,5.82,4.18
5847,Bijol,Bijol Jaka,D,Dc,6,9,6,9,Udinese,17,17,destro,Slovenia,05/02/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BIJOL.png?v=50,0,6.04,6.0
6023,Guessand A.,Guessand Axel,D,Dc,2,1,2,1,Udinese,1,1,sinistro,Francia;Costa d''Avorio,06/11/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,5.5,5.5
4263,Kabasele,Kabasele Christian,D,Dc,4,5,4,5,Udinese,5,5,destro,Belgio;Repubblica Democratica del Congo,24/02/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/KABASELE.png?v=50,0,5.75,5.8
5677,Perez N.,Perez Nehuen,D,Dc,5,9,5,9,Udinese,23,23,destro,Argentina,24/06/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/PEREZ-N.png?v=50,0,5.77,5.68
6021,Abankwah,Abankwah James,D,Dd;Dc,1,1,1,1,Udinese,1,1,destro,Irlanda;Ghana,16/01/2004 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
5994,Ebosse,Ebosse Enzo,D,Ds;Dc,1,3,1,4,Udinese,3,4,sinistro,Camerun;Francia,11/03/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/EBOSSE.png?v=50,0,0.0,0.0
49,Masina,Masina Adam,D,Ds;Dc,1,6,1,7,Udinese,7,8,sinistro,Italia;Marocco,02/01/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MASINA.png?v=50,0,5.75,5.25
5848,Ebosele,Ebosele Festy,D,Dd;E,8,4,8,4,Udinese,22,22,destro,Irlanda;Nigeria,02/08/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/EBOSELE.png?v=50,0,5.91,5.84
6047,Ehizibue,Ehizibue Kingsley,D,Dd;E,4,5,4,5,Udinese,6,6,destro,Nigeria;Olanda,25/05/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/EHIZIBUE.png?v=50,0,5.92,5.92
5555,Kamara H.,Kamara Hassane,D,Ds;E,7,6,7,6,Udinese,19,19,sinistro,Francia;Gambia,05/03/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/KAMARA-H.png?v=50,0,6.0,5.91
6211,Zemura,Zemura Jordan,D,Ds;E,4,5,4,5,Udinese,13,13,sinistro,Zimbabwe;Inghilterra,14/11/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.79,5.75
6221,Camara E.,Camara Etienne,C,M;C,1,3,1,4,Udinese,4,5,sinistro,Francia;Guinea,30/03/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CAMARA-E.png?v=50,0,0.0,0.0
2392,Walace,Walace Souza,C,M;C,10,7,10,8,Udinese,25,30,destro,Brasile,04/04/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/WALACE.png?v=50,0,5.91,6.14
6212,Zarraga,Zarraga Oier,C,C,5,3,5,3,Udinese,20,20,destro,Spagna,04/01/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,6.0,7.0
5850,Lovric,Lovric Sandi,C,C;T,10,15,10,15,Udinese,50,50,destro,Slovenia;Austria,28/03/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LOVRIC.png?v=50,0,6.0,6.18
5119,Samardzic,Samardzic Lazar,C,C;T,19,16,19,16,Udinese,47,47,sinistro,Germania;Serbia,24/02/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SAMARDZIC.png?v=50,0,6.18,6.74
4787,Quina,Quina Domingos,C,C;W;T,1,4,1,5,Udinese,4,6,destro,Portogallo;Guinea Bissau,18/11/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
5824,Pafundi,Pafundi Simone,C,T;A,1,1,1,1,Udinese,1,1,sinistro,Italia,14/03/2006 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
2119,Deulofeu,Deulofeu Gerard,A,A,2,14,2,14,Udinese,15,15,destro,Spagna,13/03/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DEULOFEU.png?v=50,0,0.0,0.0
5676,Success,Success Isaac,A,A,4,7,4,7,Udinese,18,18,destro,Nigeria,07/01/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/SUCCESS.png?v=50,0,5.73,5.53
2369,Thauvin,Thauvin Florian,A,A,17,11,17,11,Udinese,26,26,sinistro,Francia,26/01/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/THAUVIN.png?v=50,0,6.19,6.88
5694,Beto,Beto ,A,Pc,20,21,20,21,Udinese,138,128,destro,Portogallo;Guinea Bissau,31/01/1998 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BETO.png?v=50,1,5.5,5.5
6213,Brenner,Brenner,A,Pc,1,11,1,10,Udinese,10,10,destro,Brasile,16/01/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,0.0,0.0
6215,Lucca,Lucca Lorenzo,A,Pc,20,6,20,5,Udinese,81,71,destro,Italia,10/09/2000 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/LUCCA.png?v=50,0,6.08,7.08
6160,Vivaldo,Vivaldo Semedo,A,Pc,1,1,1,1,Udinese,1,1,sinistro,Portogallo;Angola,28/01/2005 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,1,0.0,0.0
4491,Berardi A.,Berardi Alessandro,P,Por,1,1,1,1,Verona,1,1,destro,Italia,16/01/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/BERARDI-A.png?v=50,0,0.0,0.0
4957,Montipo',Montipò Lorenzo,P,Por,12,7,12,7,Verona,15,15,destro,Italia,20/02/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MONTIPO.png?v=50,0,6.23,4.86
511,Perilli,Perilli Simone,P,Por,1,1,1,1,Verona,1,1,destro,Italia,07/01/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,0.0,0.0
5764,Coppola D.,Coppola Diego,D,Dc,2,2,2,2,Verona,6,6,destro,Italia,28/12/2003 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,5.5,5.19
4493,Dawidowicz,Dawidowicz Pawel,D,Dc,4,4,4,4,Verona,5,5,ambidestro,Polonia,20/05/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/DAWIDOWICZ.png?v=50,0,5.83,5.7
2758,Gunter,Gunter Koray,D,Dc,1,4,1,4,Verona,4,4,destro,Germania;Turchia,16/08/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/GUNTER.png?v=50,1,0.0,0.0
6046,Hien,Hien Isak,D,Dc,4,8,4,8,Atalanta,21,21,destro,Svezia;Burkina Faso,13/01/1999 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/HIEN.png?v=50,0,5.91,5.77
2769,Magnani,Magnani Giangiacomo,D,Dc,5,3,5,3,Verona,10,10,sinistro,Italia,04/10/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/MAGNANI.png?v=50,0,5.88,5.76
1891,Ceccherini,Ceccherini Federico,D,Dd;Dc,4,4,5,5,Verona,7,8,destro,Italia,11/05/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/CECCHERINI.png?v=50,1,0.0,0.0
5316,Amione,Amione Bruno,D,Ds;Dc,2,3,3,4,Verona,5,6,sinistro,Argentina,03/01/2002 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/AMIONE.png?v=50,0,5.69,5.56
6039,Cabal,Cabal Juan,D,Ds;Dc,3,3,3,4,Verona,4,5,sinistro,Colombia,08/01/2001 00:00:00,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=50,0,6.12,6.0
